ID,Severity,Start_Lat,Start_Lng,Distance_mi,City,State,Temperature_F,Humidity_Percent,Visibility_mi,Wind_Speed_mph,Weather_Condition,Amenity,Crossing,Junction,Traffic_Signal,Sunrise_Sunset,Hour,DayOfWeek,Month
A-14357,3,37.63718400000001,-122.440147,0.01,South San Francisco,CA,61.0,67.0,10.0,10.4,Mostly Cloudy,0,0,0,0,Day,10,3,11
A-14369,2,37.143429,-121.98490100000001,0.01,Los Gatos,CA,61.0,70.0,10.0,10.4,Mostly Cloudy,0,0,0,0,Day,10,3,11
A-14380,3,37.854069,-122.02928899999999,0.01,Alamo,CA,61.0,62.0,10.0,4.6,Clear,0,0,0,0,Day,10,3,11
A-14427,2,37.839333,-121.166969,0.01,Manteca,CA,64.9,61.0,10.0,5.8,Partly Cloudy,0,1,0,0,Day,13,3,11
A-14431,3,37.793339,-122.263535,0.01,Oakland,CA,64.0,60.0,10.0,9.2,Scattered Clouds,0,0,1,0,Day,13,3,11
A-14433,2,37.38472,-122.06823700000001,0.01,Mountain View,CA,64.9,52.0,10.0,8.1,Clear,0,0,0,0,Day,13,3,11
A-14435,2,38.64056400000001,-121.47773000000001,0.01,Sacramento,CA,64.4,56.0,10.0,6.9,Clear,0,0,0,0,Day,13,3,11
A-14462,3,38.088394,-122.23207099999999,0.0,Vallejo,CA,66.9,52.0,10.0,3.5,Scattered Clouds,0,0,0,0,Day,16,3,11
A-14695,3,37.589836,-121.870255,0.01,Sunol,CA,59.0,72.0,10.0,6.9,Clear,0,0,1,0,Night,20,4,11
A-14724,2,36.978031,-121.91030900000001,0.01,Aptos,CA,52.0,93.0,10.0,4.6,Clear,0,0,0,0,Night,0,5,11
A-14733,2,37.499171999999994,-122.239548,0.01,San Carlos,CA,55.4,77.0,10.0,3.5,Clear,0,0,0,0,Night,5,5,11
A-14759,3,38.728603,-121.286308,0.01,Roseville,CA,55.4,77.0,10.0,6.9,Clear,0,0,0,0,Day,10,5,11
A-14775,2,38.481644,-121.33481599999999,0.01,Sacramento,CA,59.0,82.0,10.0,3.5,Scattered Clouds,0,1,0,1,Day,10,5,11
A-14803,2,36.994362,-121.717926,0.01,Watsonville,CA,71.1,51.0,10.0,6.9,Clear,0,0,0,0,Day,11,5,11
A-14814,3,37.903862,-122.31291200000001,0.01,Richmond,CA,69.1,42.0,10.0,9.2,Clear,0,0,1,0,Day,12,5,11
A-14860,2,37.96162,-122.508324,0.01,San Rafael,CA,68.0,52.0,10.0,4.6,Clear,0,0,0,0,Day,17,5,11
A-14866,3,37.365925,-121.84493300000001,0.01,San Jose,CA,68.0,52.0,10.0,9.2,Clear,0,0,0,0,Day,17,5,11
A-14880,3,37.506687,-122.338402,0.01,Redwood City,CA,62.6,63.0,10.0,6.9,Mostly Cloudy,0,0,0,0,Night,19,5,11
A-14927,3,37.732143,-122.43141899999999,0.01,San Francisco,CA,64.0,67.0,10.0,6.9,Scattered Clouds,0,0,0,0,Night,22,5,11
A-14980,3,37.53212,-122.006294,0.01,Newark,CA,53.6,94.0,10.0,6.9,Scattered Clouds,0,0,0,0,Day,9,6,11
A-15004,2,38.710228,-121.389397,0.01,Antelope,CA,60.8,72.0,10.0,3.5,Clear,0,0,0,0,Day,10,6,11
A-15023,3,37.799931,-122.22476999999999,0.01,Oakland,CA,66.0,68.0,10.0,6.9,Partly Cloudy,0,0,1,0,Day,11,6,11
A-15030,2,38.623978,-121.417763,0.01,Sacramento,CA,64.4,59.0,9.0,6.9,Clear,0,0,0,0,Day,12,6,11
A-15059,3,37.952263,-122.32791100000001,0.01,San Pablo,CA,73.0,44.0,10.0,5.8,Clear,0,0,0,0,Day,14,6,11
A-15074,2,37.963039,-122.51123799999999,0.01,San Rafael,CA,73.4,44.0,10.0,4.6,Clear,0,0,0,0,Day,16,6,11
A-15082,2,37.502945000000004,-122.46421799999999,0.0,Half Moon Bay,CA,64.4,64.0,5.0,12.7,Haze,0,0,0,0,Day,16,6,11
A-15172,3,37.849517999999996,-122.29913300000001,0.01,Berkeley,CA,57.9,84.0,10.0,3.5,Partly Cloudy,0,0,0,0,Night,21,6,11
A-15221,2,37.771004,-122.41967,0.01,San Francisco,CA,54.0,83.0,10.0,3.5,Partly Cloudy,0,0,0,0,Night,5,7,11
A-15253,2,37.349861,-121.90868400000001,0.01,San Jose,CA,69.8,53.0,10.0,8.1,Mostly Cloudy,0,0,0,0,Day,12,7,11
A-15263,2,38.211857,-120.76441200000001,0.01,Valley Springs,CA,71.6,46.0,10.0,3.5,Clear,0,0,0,0,Day,14,7,11
A-15328,3,37.786922,-121.30355800000001,0.01,Lathrop,CA,57.0,89.0,10.0,3.5,Clear,0,0,0,0,Night,22,7,11
A-15346,2,37.628124,-122.121002,0.01,Hayward,CA,61.0,78.0,10.0,3.5,Scattered Clouds,0,0,0,0,Night,1,1,11
A-15349,3,37.447876,-121.921539,0.01,Milpitas,CA,55.0,89.0,10.0,3.5,Clear,0,0,1,0,Night,2,1,11
A-15409,3,38.575581,-121.569061,0.01,West Sacramento,CA,64.0,75.0,10.0,3.5,Clear,0,0,0,0,Night,18,1,11
A-15485,3,38.347183,-121.994743,0.01,Vacaville,CA,68.0,59.0,10.0,9.2,Clear,0,0,0,0,Day,9,2,11
A-15489,2,38.473511,-123.048042,0.01,Cazadero,CA,60.1,78.0,10.0,6.9,Mostly Cloudy,0,0,0,0,Day,10,2,11
A-15501,3,38.247875,-122.073082,0.01,Fairfield,CA,66.7,69.0,10.0,9.2,Clear,0,0,0,0,Day,10,2,11
A-15507,2,37.338402,-121.85421799999999,0.01,San Jose,CA,68.0,73.0,10.0,3.5,Mostly Cloudy,0,0,0,0,Day,11,2,11
A-15520,3,39.529594,-121.46204399999999,0.0,Oroville,CA,61.0,64.0,10.0,5.8,Clear,0,0,0,0,Day,11,2,11
A-15540,2,38.524895,-121.467789,0.01,Sacramento,CA,71.1,63.0,10.0,6.9,Clear,0,0,1,0,Day,13,2,11
A-15581,2,38.371552,-122.515823,0.01,Glen Ellen,CA,57.2,94.0,10.0,6.9,Clear,0,0,0,1,Night,19,2,11
A-15624,2,36.694416,-121.63224,0.01,Salinas,CA,60.1,86.0,10.0,3.5,Clear,0,1,0,1,Night,21,2,11
A-15628,3,37.758404,-122.21217299999999,0.01,Oakland,CA,66.0,73.0,10.0,6.9,Mostly Cloudy,0,0,0,0,Night,22,2,11
A-15668,2,37.44928,-122.123245,0.01,Palo Alto,CA,62.6,88.0,10.0,6.9,Scattered Clouds,0,0,1,0,Day,8,3,11
A-15678,2,37.536827,-120.920395,0.0,Ceres,CA,64.0,75.0,5.0,3.5,Haze,0,0,0,0,Day,9,3,11
A-15691,2,37.923491999999996,-122.513168,0.01,Corte Madera,CA,68.0,68.0,10.0,5.8,Clear,0,0,1,0,Day,10,3,11
A-15733,3,38.210506,-122.147026,0.01,Fairfield,CA,73.9,55.0,10.0,8.1,Clear,0,0,0,0,Day,11,3,11
A-15777,2,38.647633,-120.68598200000001,0.01,Placerville,CA,71.6,43.0,10.0,3.5,Clear,0,0,0,0,Day,13,3,11
A-15783,2,37.847645,-121.186333,0.01,Manteca,CA,75.0,55.0,10.0,4.6,Clear,0,1,0,0,Day,13,3,11
A-15818,3,37.711376,-121.71793400000001,0.01,Livermore,CA,66.9,68.0,10.0,3.5,Clear,0,0,0,0,Night,17,3,11
A-15828,3,37.869521999999996,-122.30476399999999,0.01,Berkeley,CA,68.0,68.0,10.0,6.9,Scattered Clouds,0,0,0,0,Night,18,3,11
A-15851,3,37.867455,-121.27896100000001,0.01,French Camp,CA,60.1,90.0,10.0,6.9,Clear,0,0,0,0,Night,20,3,11
A-15854,2,37.523506,-122.266846,0.01,Belmont,CA,62.6,82.0,10.0,6.9,Clear,0,0,0,0,Night,20,3,11
A-15893,2,37.679386,-122.126755,0.01,San Lorenzo,CA,57.9,81.0,10.0,5.8,Clear,0,1,0,1,Night,1,4,11
A-15896,3,37.890163,-122.308296,0.01,Berkeley,CA,57.9,93.0,10.0,3.5,Mostly Cloudy,0,0,0,0,Night,3,4,11
A-15924,3,37.628365,-122.43211399999998,0.01,San Bruno,CA,66.0,75.0,10.0,6.9,Partly Cloudy,0,0,0,0,Day,9,4,11
A-15934,2,36.672482,-121.640358,0.01,Salinas,CA,66.0,70.0,10.0,6.9,Clear,0,0,0,0,Day,10,4,11
A-15946,3,38.375473,-121.95018799999998,0.01,Vacaville,CA,73.0,53.0,10.0,10.4,Clear,0,0,0,0,Day,11,4,11
A-15960,3,37.719162,-122.448273,0.01,San Francisco,CA,66.9,76.0,10.0,4.6,Partly Cloudy,0,0,0,0,Day,11,4,11
A-15992,2,36.98405800000001,-121.937004,0.01,Aptos,CA,79.0,54.0,10.0,4.6,Clear,0,0,0,0,Day,13,4,11
A-16018,2,38.42638400000001,-122.83206200000001,0.01,Sebastopol,CA,72.0,64.0,10.0,3.5,Partly Cloudy,0,0,0,0,Day,16,4,11
A-16024,3,37.700111,-121.77880900000001,0.01,Livermore,CA,64.9,70.0,10.0,5.8,Clear,0,0,1,0,Night,17,4,11
A-16046,3,37.414955,-121.91296399999999,0.01,Milpitas,CA,70.0,63.0,10.0,6.9,Partly Cloudy,0,0,0,0,Night,19,4,11
A-16062,3,37.334465,-122.03653700000001,0.01,Cupertino,CA,63.0,81.0,10.0,6.9,Clear,0,0,0,0,Night,20,4,11
A-16101,2,37.374802,-120.65003200000001,0.0,Winton,CA,60.8,100.0,5.0,6.9,Haze,0,0,0,0,Day,9,5,11
A-16117,2,38.601768,-122.86498300000001,0.01,Healdsburg,CA,63.0,81.0,10.0,6.9,Mostly Cloudy,0,0,1,0,Day,10,5,11
A-16119,2,37.563744,-122.273224,0.01,San Mateo,CA,64.4,83.0,10.0,6.9,Mostly Cloudy,0,0,0,0,Day,10,5,11
A-16123,3,37.688747,-122.135323,0.01,San Leandro,CA,68.0,63.0,9.0,6.9,Clear,0,0,1,0,Day,10,5,11
A-16134,3,37.325233000000004,-122.00378400000001,0.01,Santa Clara,CA,73.0,57.0,9.0,3.5,Mostly Cloudy,0,0,1,0,Day,11,5,11
A-16230,2,38.018745,-121.94201699999999,0.01,Pittsburg,CA,63.0,78.0,10.0,6.9,Clear,0,0,1,0,Night,18,5,11
A-16258,2,37.607029,-120.974251,0.01,Ceres,CA,64.9,81.0,5.0,6.9,Haze,0,0,1,0,Night,20,5,11
A-16276,2,38.010159,-122.22829399999999,0.01,Rodeo,CA,55.9,90.0,8.0,6.9,Clear,0,0,0,0,Night,0,6,11
A-16279,2,38.303768,-122.708183,0.01,Petaluma,CA,48.2,100.0,8.0,6.9,Scattered Clouds,0,0,0,0,Night,1,6,11
A-16292,2,37.646397,-122.09281899999999,0.01,Hayward,CA,60.1,78.0,8.0,6.9,Clear,0,0,0,0,Day,7,6,11
A-16293,2,37.94233300000001,-121.298645,0.01,Stockton,CA,53.1,100.0,0.2,6.9,Fog,0,0,0,0,Day,7,6,11
A-16332,2,38.427665999999995,-122.769203,0.01,Santa Rosa,CA,68.0,65.0,8.0,6.9,Haze,0,1,0,1,Day,11,6,11
A-16349,2,37.489521,-120.868095,0.01,Turlock,CA,78.1,54.0,3.0,3.5,Haze,0,0,0,0,Day,13,6,11
A-16352,3,38.618365999999995,-121.52941100000001,0.01,Sacramento,CA,71.6,60.0,5.0,6.9,Haze,0,0,0,0,Day,14,6,11
A-16361,2,37.581241999999996,-122.32540900000001,0.01,San Mateo,CA,64.9,68.0,10.0,16.1,Mostly Cloudy,0,0,0,0,Day,15,6,11
A-16369,2,36.96379500000001,-121.551804,0.01,Gilroy,CA,73.4,47.0,10.0,6.9,Clear,0,0,0,0,Day,16,6,11
A-16386,2,37.550369,-122.312004,0.01,San Mateo,CA,64.4,68.0,10.0,5.8,Mostly Cloudy,0,0,0,0,Night,17,6,11
A-16416,2,37.897503,-122.097275,0.01,Lafayette,CA,64.9,56.0,10.0,6.9,Mostly Cloudy,0,0,0,0,Night,20,6,11
A-16423,3,37.740299,-122.40786000000001,0.01,San Francisco,CA,63.0,67.0,10.0,8.1,Mostly Cloudy,0,0,0,0,Night,21,6,11
A-16431,2,37.053352000000004,-120.871452,0.0,Los Banos,CA,62.1,86.0,2.0,4.6,Clear,0,0,0,0,Night,23,6,11
A-16433,2,38.538826,-121.37078100000001,0.01,Sacramento,CA,62.6,77.0,10.0,4.6,Clear,0,0,0,1,Night,23,6,11
A-16447,2,38.641117,-121.45176699999999,0.01,Sacramento,CA,66.2,64.0,10.0,5.8,Clear,0,0,0,0,Day,10,7,11
A-16449,2,38.259803999999995,-122.30651100000001,0.0,Napa,CA,66.9,73.0,10.0,5.8,Scattered Clouds,0,0,0,0,Day,10,7,11
A-16453,2,38.574951,-121.415451,0.0,Sacramento,CA,71.6,57.0,10.0,3.5,Clear,0,0,0,0,Day,12,7,11
A-16461,2,37.760769,-120.99575,0.01,Escalon,CA,75.9,50.0,10.0,6.9,Clear,0,0,0,0,Day,14,7,11
A-16473,2,38.641205,-121.197594,0.01,Folsom,CA,73.4,57.0,10.0,4.6,Clear,0,0,0,0,Day,15,7,11
A-16492,2,38.50087,-121.439995,0.0,Sacramento,CA,62.1,86.0,10.0,6.9,Clear,0,1,0,0,Night,18,7,11
A-16506,2,38.481636,-121.371918,0.01,Sacramento,CA,59.0,88.0,10.0,6.9,Clear,0,0,0,0,Night,22,7,11
A-16534,2,38.49012000000001,-123.032677,0.0,Monte Rio,CA,55.0,100.0,10.0,6.9,Scattered Clouds,0,0,0,0,Day,9,1,11
A-16539,2,38.663555,-121.30856299999999,0.01,Fair Oaks,CA,68.0,52.0,10.0,6.9,Clear,0,0,0,1,Day,11,1,11
A-16565,2,37.970546999999996,-121.337318,0.01,Stockton,CA,61.0,78.0,10.0,6.9,Clear,0,0,0,0,Night,18,1,11
A-16587,2,37.395744,-122.02866399999999,0.0,Sunnyvale,CA,54.0,100.0,1.5,3.5,Overcast,0,1,0,1,Day,8,2,11
A-16599,2,38.006844,-122.09083600000001,0.01,Martinez,CA,57.0,81.0,10.0,6.9,Partly Cloudy,0,0,0,1,Day,9,2,11
A-16614,2,37.492237,-120.757774,0.01,Denair,CA,57.9,87.0,3.0,6.9,Clear,0,0,0,0,Day,10,2,11
A-16624,2,37.638259999999995,-120.903099,0.01,Modesto,CA,66.0,68.0,3.0,6.9,Haze,0,0,0,0,Day,10,2,11
A-16631,3,37.826473,-121.996338,0.01,Danville,CA,66.0,63.0,10.0,6.9,Clear,0,0,1,0,Day,11,2,11
A-16638,2,36.64698,-121.815926,0.01,Seaside,CA,55.0,89.0,7.0,6.9,Partly Cloudy,0,0,0,0,Day,11,2,11
A-16649,2,38.250336,-122.27073700000001,0.01,Napa,CA,69.1,68.0,10.0,4.6,Clear,0,0,0,1,Day,12,2,11
A-16663,2,37.3423,-120.595932,0.0,Atwater,CA,78.8,36.0,10.0,6.9,Clear,0,0,0,0,Day,13,2,11
A-16679,2,38.657684,-121.382851,0.01,North Highlands,CA,71.6,46.0,10.0,6.9,Clear,0,1,0,1,Day,16,2,11
A-16692,2,38.578724,-121.307419,0.01,Rancho Cordova,CA,62.6,68.0,10.0,3.5,Clear,0,0,0,0,Night,17,2,11
A-16701,2,36.67870300000001,-121.735077,0.01,Salinas,CA,57.0,89.0,6.0,8.1,Overcast,0,0,0,0,Night,18,2,11
A-16717,3,38.576279,-121.563004,0.01,West Sacramento,CA,57.0,83.0,10.0,6.9,Clear,0,0,0,0,Night,19,2,11
A-16720,3,37.88406,-122.05333700000001,0.01,Walnut Creek,CA,62.1,70.0,10.0,6.9,Clear,0,0,0,0,Night,19,2,11
A-16736,2,37.639122,-121.006973,0.01,Modesto,CA,60.1,80.0,6.0,6.9,Haze,0,0,0,0,Night,20,2,11
A-16757,2,38.617699,-121.371597,0.0,Sacramento,CA,57.2,77.0,10.0,4.6,Clear,0,1,0,0,Night,21,2,11
A-16858,2,36.933079,-121.38825200000001,0.01,Hollister,CA,64.4,68.0,10.0,3.5,Partly Cloudy,0,0,0,1,Day,12,3,11
A-16877,2,37.852909000000004,-122.49237099999999,0.01,Sausalito,CA,61.0,67.0,10.0,13.8,Mostly Cloudy,1,0,0,0,Day,16,3,11
A-16921,3,38.763149,-121.25811000000002,0.01,Roseville,CA,57.2,88.0,10.0,3.5,Clear,0,0,0,0,Night,20,3,11
A-17059,2,37.638279,-121.278419,0.01,Tracy,CA,62.1,44.0,10.0,15.0,Clear,0,0,0,0,Day,11,4,11
A-17064,2,39.042595,-121.09458899999998,0.01,Auburn,CA,53.6,62.0,10.0,5.8,Partly Cloudy,0,1,0,1,Day,11,4,11
A-17089,2,37.654999,-122.406975,0.01,South San Francisco,CA,60.1,49.0,10.0,23.0,Partly Cloudy,0,0,0,0,Day,13,4,11
A-17104,2,38.67844,-121.225563,0.01,Orangevale,CA,59.0,36.0,10.0,8.1,Clear,0,0,0,1,Day,15,4,11
A-17106,2,39.245616999999996,-123.126328,0.01,Ukiah,CA,54.0,57.0,10.0,6.9,Clear,0,0,0,0,Day,15,4,11
A-17112,2,38.715042,-120.5811,0.01,Pollock Pines,CA,48.2,54.0,10.0,5.8,Clear,0,0,0,0,Day,16,4,11
A-17113,2,37.957867,-122.550537,0.01,Greenbrae,CA,57.2,55.0,10.0,17.3,Clear,0,0,0,0,Day,16,4,11
A-17162,2,38.67347,-121.45614599999999,0.0,Rio Linda,CA,48.2,62.0,10.0,6.9,Clear,0,0,0,0,Night,19,4,11
A-17207,3,37.841358,-122.297058,0.01,Emeryville,CA,52.0,71.0,10.0,5.8,Clear,0,0,0,0,Night,21,4,11
A-17212,2,38.904961,-120.84396399999999,0.0,Georgetown,CA,41.0,81.0,10.0,3.5,Clear,0,0,0,0,Night,21,4,11
A-17226,3,37.920646999999995,-122.062325,0.01,Walnut Creek,CA,46.0,76.0,10.0,3.5,Clear,0,0,1,0,Night,23,4,11
A-17231,3,37.839317,-122.296921,0.01,Emeryville,CA,46.9,77.0,10.0,4.6,Clear,0,0,0,0,Night,0,5,11
A-17233,2,36.987179,-121.95115700000001,0.0,Soquel,CA,42.1,89.0,10.0,4.6,Clear,0,1,0,1,Night,2,5,11
A-17290,2,38.044559,-120.647003,0.01,Angels Camp,CA,55.4,38.0,10.0,5.8,Clear,0,0,0,0,Day,11,5,11
A-17307,3,37.670254,-122.466049,0.01,Daly City,CA,57.9,60.0,10.0,4.6,Partly Cloudy,0,0,0,0,Day,12,5,11
A-17309,3,37.760277,-121.96572900000001,0.01,San Ramon,CA,57.0,47.0,10.0,3.5,Clear,0,0,0,0,Day,12,5,11
A-17328,3,37.642902,-121.88726000000001,0.01,Pleasanton,CA,60.1,39.0,10.0,10.4,Clear,0,0,0,0,Day,13,5,11
A-17332,2,37.677151,-121.012344,0.0,Modesto,CA,63.0,33.0,10.0,6.9,Clear,0,0,0,0,Day,14,5,11
A-17343,3,37.520306,-121.98381,0.01,Fremont,CA,60.8,55.0,10.0,9.2,Scattered Clouds,0,0,0,0,Day,15,5,11
A-17352,2,38.47871,-120.622528,0.0,Volcano,CA,50.0,37.0,10.0,3.5,Clear,0,0,0,0,Day,16,5,11
A-17425,2,37.548061,-122.291321,0.01,San Mateo,CA,48.2,71.0,10.0,6.9,Clear,0,0,0,0,Night,22,5,11
A-17473,3,37.76955,-122.22098500000001,0.01,Oakland,CA,59.0,41.0,10.0,4.6,Clear,0,0,0,1,Day,9,6,11
A-17544,2,38.673271,-121.32795,0.01,Citrus Heights,CA,62.6,39.0,10.0,3.5,Clear,0,0,0,0,Day,16,6,11
A-17550,2,37.980331,-121.265518,0.0,Stockton,CA,59.0,51.0,9.0,9.2,Clear,0,1,0,0,Day,16,6,11
A-17557,2,36.677223,-121.64111299999999,0.01,Salinas,CA,57.0,69.0,10.0,9.2,Clear,0,0,0,0,Night,17,6,11
A-17558,2,37.890125,-121.602249,0.01,Discovery Bay,CA,59.0,35.0,10.0,5.8,Clear,0,0,0,0,Night,17,6,11
A-17562,3,37.652134000000004,-122.09873200000001,0.01,Hayward,CA,62.1,29.0,10.0,6.9,Clear,0,0,0,0,Night,18,6,11
A-17599,3,37.729931,-122.439972,0.01,San Francisco,CA,60.1,41.0,10.0,10.4,Partly Cloudy,0,0,0,0,Night,19,6,11
A-17613,2,38.578369,-121.308044,0.01,Rancho Cordova,CA,51.8,67.0,10.0,5.8,Clear,0,0,0,0,Night,20,6,11
A-17630,2,38.563217,-121.471443,0.01,Sacramento,CA,46.0,86.0,7.0,3.5,Clear,0,0,0,0,Night,21,6,11
A-17655,2,38.515388,-122.43836200000001,0.0,Saint Helena,CA,48.9,90.0,10.0,6.9,Light Rain,0,0,0,0,Night,23,6,11
A-17724,3,38.893158,-121.08386200000001,0.01,Auburn,CA,48.2,100.0,3.0,13.8,Overcast,0,0,0,0,Day,15,7,11
A-17728,2,38.010459999999995,-122.230171,0.01,Rodeo,CA,57.9,84.0,5.0,6.9,Overcast,0,0,0,0,Day,15,7,11
A-17733,2,38.700302,-121.225159,0.01,Orangevale,CA,53.6,88.0,5.0,6.9,Light Rain,0,1,0,1,Day,16,7,11
A-17736,3,38.284283,-121.45810700000001,0.01,Elk Grove,CA,54.0,97.0,10.0,4.6,Overcast,0,0,0,0,Day,16,7,11
A-17741,2,38.588745,-121.011063,0.01,Shingle Springs,CA,44.6,93.0,6.0,18.4,Overcast,0,0,0,0,Night,17,7,11
A-17761,2,37.793091,-122.42289,0.01,San Francisco,CA,57.0,89.0,10.0,8.1,Mostly Cloudy,0,1,0,1,Night,23,7,11
A-17809,2,38.050018,-121.01473200000001,0.01,Linden,CA,57.9,84.0,10.0,6.9,Light Rain,0,0,0,0,Day,13,1,11
A-17836,2,37.47524600000001,-122.166275,0.01,Menlo Park,CA,57.2,100.0,10.0,5.8,Mostly Cloudy,0,0,0,0,Day,16,1,11
A-17915,2,36.714119000000004,-121.71803999999999,0.01,Salinas,CA,48.9,93.0,8.0,6.9,Clear,0,0,0,0,Day,7,2,11
A-17935,3,37.969936,-122.32064799999999,0.01,San Pablo,CA,55.9,77.0,10.0,5.8,Mostly Cloudy,0,0,0,0,Day,9,2,11
A-17949,2,36.852112,-121.783875,0.0,Moss Landing,CA,55.9,90.0,10.0,6.9,Mostly Cloudy,0,0,0,0,Day,10,2,11
A-17951,2,37.449127000000004,-121.06955,0.0,Patterson,CA,59.0,69.0,10.0,11.5,Overcast,0,0,0,0,Day,10,2,11
A-17960,2,38.595585,-121.345673,0.01,Carmichael,CA,55.4,94.0,9.0,6.9,Overcast,0,1,0,0,Day,11,2,11
A-17962,2,37.892715,-122.113647,0.01,Lafayette,CA,60.1,62.0,10.0,10.4,Scattered Clouds,0,0,0,1,Day,11,2,11
A-18007,3,37.700935,-121.922119,0.01,Pleasanton,CA,55.0,77.0,10.0,3.5,Scattered Clouds,0,0,1,0,Night,17,2,11
A-18009,3,38.560513,-121.45806100000001,0.01,Sacramento,CA,51.1,92.0,10.0,6.9,Clear,0,0,0,0,Night,17,2,11
A-18024,2,37.612297,-122.395058,0.01,Millbrae,CA,57.0,72.0,10.0,16.1,Clear,0,0,0,0,Night,18,2,11
A-18026,2,37.773635999999996,-121.546654,0.0,Tracy,CA,54.0,80.0,10.0,4.6,Mostly Cloudy,0,0,0,0,Night,19,2,11
A-18062,2,37.421124,-122.092476,0.01,Mountain View,CA,46.9,86.0,10.0,4.6,Clear,0,0,0,0,Night,0,3,11
A-18128,3,37.562733,-122.037811,0.01,Newark,CA,59.0,67.0,10.0,6.9,Mostly Cloudy,0,0,0,0,Day,13,3,11
A-18178,2,38.560513,-121.45806100000001,0.01,Sacramento,CA,51.1,96.0,10.0,6.9,Partly Cloudy,0,0,0,0,Night,18,3,11
A-18209,3,37.318939,-121.99218,0.01,San Jose,CA,55.9,72.0,10.0,4.6,Scattered Clouds,0,0,0,0,Night,19,3,11
A-18222,2,37.70002,-121.071472,0.01,Salida,CA,53.1,83.0,8.0,4.6,Clear,0,0,0,0,Night,19,3,11
A-18233,3,37.955486,-122.053398,0.01,Concord,CA,53.1,71.0,10.0,5.8,Clear,0,0,0,0,Night,20,3,11
A-18235,3,37.702647999999996,-122.11266299999998,0.01,San Leandro,CA,54.0,69.0,10.0,5.8,Clear,0,0,1,0,Night,20,3,11
A-18260,2,37.988396,-122.526932,0.01,San Rafael,CA,53.6,77.0,10.0,10.4,Mostly Cloudy,0,0,0,0,Night,1,4,11
A-18299,2,37.636028,-121.556976,0.01,Tracy,CA,46.9,93.0,10.0,4.6,Scattered Clouds,0,0,0,0,Day,8,4,11
A-18309,2,36.651588000000004,-121.69796799999999,0.0,Salinas,CA,55.0,80.0,10.0,3.5,Clear,0,0,0,0,Day,9,4,11
A-18336,2,37.577534,-122.046074,0.01,Fremont,CA,60.1,55.0,10.0,5.8,Scattered Clouds,0,0,0,0,Day,11,4,11
A-18340,3,37.623622999999995,-122.427803,0.01,San Bruno,CA,59.0,60.0,10.0,9.2,Mostly Cloudy,0,0,0,0,Day,11,4,11
A-18361,2,38.13987,-121.623383,0.01,Isleton,CA,60.4,56.0,10.0,12.7,Scattered Clouds,0,0,0,0,Day,14,4,11
A-18386,3,36.688259,-120.659981,0.01,Firebaugh,CA,60.1,42.0,6.0,12.7,Haze,0,0,0,0,Day,15,4,11
A-18408,3,37.826302,-122.277092,0.01,Emeryville,CA,55.9,69.0,10.0,8.1,Partly Cloudy,0,0,0,0,Night,17,4,11
A-18424,2,38.618010999999996,-121.401459,0.01,Sacramento,CA,50.0,71.0,10.0,4.6,Clear,0,1,0,0,Night,17,4,11
A-18432,3,37.688007,-122.096298,0.01,Hayward,CA,53.1,69.0,10.0,4.6,Clear,0,1,0,1,Night,18,4,11
A-18449,3,38.684494,-121.952446,0.01,Madison,CA,46.4,81.0,5.0,4.6,Clear,0,0,1,0,Night,19,4,11
A-18474,2,37.948601000000004,-122.51255,0.01,Larkspur,CA,42.8,93.0,10.0,6.9,Clear,0,0,0,0,Night,20,4,11
A-18508,2,38.59343,-121.444771,0.01,Sacramento,CA,44.6,87.0,10.0,3.5,Clear,0,0,0,0,Night,21,4,11
A-18544,2,37.448879,-122.12313799999998,0.01,Palo Alto,CA,37.4,100.0,10.0,6.9,Clear,0,0,0,0,Night,5,5,11
A-18559,2,37.688671,-122.130028,0.0,San Lorenzo,CA,53.1,61.0,10.0,6.9,Clear,0,1,0,1,Day,10,5,11
A-18624,3,37.364005999999996,-121.84346000000001,0.01,San Jose,CA,60.8,45.0,10.0,5.8,Clear,0,0,1,0,Night,17,5,11
A-18728,3,37.441704,-121.88998400000001,0.01,Milpitas,CA,60.8,42.0,10.0,6.9,Overcast,0,0,0,0,Day,13,6,11
A-18734,3,37.700474,-121.92564399999999,0.01,Dublin,CA,57.0,49.0,10.0,3.5,Clear,0,0,0,0,Day,14,6,11
A-18746,2,39.203232,-121.16957099999999,0.01,Penn Valley,CA,50.0,64.0,10.0,5.8,Clear,0,0,0,1,Day,16,6,11
A-18758,2,38.520512,-121.770195,0.01,Dixon,CA,61.0,64.0,10.0,6.9,Clear,0,0,0,0,Night,17,6,11
A-18764,2,38.610847,-121.41534399999999,0.01,Sacramento,CA,48.2,87.0,6.0,6.9,Clear,0,0,0,0,Night,18,6,11
A-18777,2,38.502693,-122.75573,0.01,Santa Rosa,CA,50.0,80.0,10.0,6.9,Mostly Cloudy,0,0,0,0,Night,19,6,11
A-18843,2,37.848564,-122.22741699999999,0.01,Oakland,CA,53.1,96.0,10.0,11.5,Mostly Cloudy,0,0,0,0,Day,10,7,11
A-18846,2,38.559544,-121.469177,0.01,Sacramento,CA,50.0,96.0,6.0,5.8,Overcast,0,0,0,0,Day,11,7,11
A-18873,3,37.600105,-122.42390400000001,0.01,Millbrae,CA,54.0,77.0,7.0,17.3,Overcast,0,0,0,0,Day,16,7,11
